crossover_type,crossover_rate,mutation_type,mutation_rate,mutation_std_dev,selection_type,selection_size,distance,case_study,CA_size,population_size,input_locations,input_order,input_percentage,steps,sort_rules,chromosome_evol,input_loc_evol,output_loc_evol,growth_rate_mean_fitness_training,growth_rate_mean_fitness_control,growth_rate_best_fitness_training,growth_rate_best_fitness_control
none,0.46401019345246997,bit_flip,0.05496043657365468,,roulette,,hamming,number_plus_one,20,18,random,random,0.6948172049628306,21,equal_behaviour,yes,yes,no,0.00018661894843860372,-0.0003447375638832287,-0.0005024847687689133,-0.001665377097106316
uniform,0.5366409061761112,bit_flip,0.11811025969042077,,roulette,,manhattan,number_plus_one,15,18,evenly_distributed,random,0.1130747369561883,10,equal_behaviour,yes,yes,no,0.0010011313756517078,-0.002642710341421449,-0.0023964395754878473,-0.012264448889356776
none,0.6283673608561312,gaussian,,7.153689744131248,roulette,,hamming,number_plus_one,20,11,random,ordered,0.4293600517652332,23,big_average_big_std,no,no,no,0.0001725625219135113,0.0003465017053064719,-0.00025947465967917185,-0.00029346981083182137
uniform,0.30097748388288237,gaussian,,6.734774770811367,tournament,8,hamming,number_plus_one,15,12,random,random,0.5182556799567775,29,equal_behaviour,no,no,no,0.0010500458976146721,0.000908116681312558,0.0,0.0
none,0.7628538347251984,gaussian,,2.4558257115657294,roulette,,manhattan,number_divided_by_two,25,11,evenly_distributed,random,0.5388619871295284,22,different_behaviour,no,no,no,0.00022813548416259803,0.0001333706716701358,-0.00013904076122347477,-4.1718532447890536e-05
uniform,0.9368100272763195,bit_flip,0.41016542041323123,,tournament,7,euclidean,number_plus_one,20,13,random,ordered,0.6168057954769136,27,big_average_low_std,no,no,no,0.00017445608127603167,1.4654728830425605e-05,0.0,-0.00015345436124355089
none,0.45038812425702,bit_flip,0.4790863906095586,,tournament,4,manhattan,number_plus_one,10,14,evenly_distributed,random,0.2943618861227988,10,big_average_big_std,no,no,no,0.000964726827639922,-0.00039031564656635603,0.0,-0.0015492957746478875
single_point,0.5673024907638805,bit_flip,0.006992281764240271,,tournament,3,manhattan,number_divided_by_two,25,15,random,random,0.8601564888467563,20,big_average_low_std,yes,no,yes,0.00010076730722994917,7.947007626048156e-06,4.5211160908324677e-07,-0.00011500779503933124
uniform,0.12397458098650749,bit_flip,0.8780389783246912,,roulette,,manhattan,number_plus_one,20,19,evenly_distributed,random,0.503567041039779,13,equal_behaviour,no,no,no,8.674027540668709e-05,3.9532794334349924e-05,-0.0005385207851953615,-0.0012516389981554333
uniform,0.6816979404727322,bit_flip,0.2727911675939688,,tournament,4,manhattan,number_plus_one,25,11,evenly_distributed,ordered,0.6157674576565756,28,equal_behaviour,yes,no,yes,0.0017748066087966592,0.001578755109525498,0.0017073896610219933,0.0013290360675097185
single_point,0.5152302977890042,bit_flip,0.5275773431649554,,tournament,4,hamming,number_plus_one,15,9,random,ordered,0.838355621934329,28,different_behaviour,yes,no,no,0.001367242386417716,0.0016195711623515168,0.0013378653439519402,0.0015002369507819376
uniform,0.8725063916031115,bit_flip,0.01823532119500393,,roulette,,manhattan,number_divided_by_two,20,17,evenly_distributed,ordered,0.4621708182783514,15,random,yes,yes,yes,0.00047173864983762363,0.0003944413640553443,-0.00012265378182494064,-0.0005565042906544838
uniform,0.25799906873561973,bit_flip,0.7646374034426655,,tournament,6,euclidean,number_divided_by_two,10,17,random,random,0.2078970664694203,17,big_average_low_std,yes,no,no,0.0007313595719068644,0.0001164614353349741,0.0005493897663635853,-0.0008609500876673048
none,0.5910264895270956,bit_flip,0.23603288239388487,,tournament,6,euclidean,number_plus_one,10,9,random,ordered,0.44207953596006955,13,big_average_big_std,no,no,no,0.0007171222697070015,0.0018501481179221569,0.0,0.0
uniform,0.20038094067715062,bit_flip,0.2479008845975913,,tournament,5,manhattan,number_divided_by_two,25,16,evenly_distributed,ordered,0.43557764537254373,27,random,no,yes,yes,0.003475236207623195,0.0035122961694521917,0.0018483773475287677,0.00221669794542757
single_point,0.07084282028760303,bit_flip,0.26799456748621364,,tournament,5,euclidean,number_divided_by_two,25,17,evenly_distributed,ordered,0.6887058744532221,22,equal_behaviour,yes,no,no,-0.00011856696388485636,1.6665984836698856e-05,-0.0002303889978248421,-0.00013669313143237018
single_point,0.9031063831398954,bit_flip,0.15745455424566768,,tournament,8,manhattan,number_divided_by_two,15,14,random,ordered,0.10906280452767902,11,low_average_low_std,yes,yes,no,0.00832105535336189,0.004256408741296616,0.007840716159901218,0.0017563831517319881
none,0.4739198882474791,gaussian,,4.494482163648086,tournament,3,hamming,number_divided_by_two,20,17,random,random,0.7499401200810786,28,low_average_low_std,no,no,no,0.00031470505429460644,0.0001056484581775827,0.0,-0.0001009498864728338
uniform,0.8603745610354295,gaussian,,6.8190193991401244,tournament,4,manhattan,number_divided_by_two,20,9,evenly_distributed,ordered,0.868469066652917,13,random,no,no,no,0.00016720762255247157,0.00011208272925644993,0.0,0.0
none,0.8725340006137097,bit_flip,0.5695285157169141,,roulette,,hamming,number_plus_one,25,12,evenly_distributed,random,0.16317418543148443,22,different_behaviour,yes,yes,no,-0.0025559298580300183,-0.0014318954716305726,-0.008524653685944007,-0.0036006401137980122
none,0.3125229858280436,bit_flip,0.18435732398206672,,tournament,2,euclidean,number_divided_by_two,25,9,evenly_distributed,ordered,0.7527802731859959,11,big_average_big_std,no,no,yes,0.0004063999726757923,-1.5607911654193642e-05,-0.0002499719834744695,-0.0004033066934552962
uniform,0.9775862789687944,gaussian,,9.91264176383055,tournament,4,manhattan,number_divided_by_two,10,12,evenly_distributed,ordered,0.6964278956023569,27,big_average_low_std,no,no,no,0.0009538349121845565,0.00027584074748376994,0.0,-0.0006141732283464561
none,0.14737316643499332,bit_flip,0.041567553428062176,,roulette,,euclidean,number_plus_one,20,19,evenly_distributed,random,0.6373059088813036,27,equal_behaviour,yes,no,yes,-0.00011206589850139807,0.00030312579303970303,-0.0007115790774708007,-0.0004781372629910195
single_point,0.08027928757646063,bit_flip,0.5142305066074314,,roulette,,manhattan,number_plus_one,15,19,random,ordered,0.03310109558647789,17,different_behaviour,yes,no,no,-0.00011830675482950859,-0.0005088885181477767,-0.0009615384615384614,-0.0021308411214953265
none,0.21323793683912284,bit_flip,0.1217417501332756,,tournament,3,hamming,number_plus_one,20,15,evenly_distributed,random,0.044267203209445216,21,big_average_big_std,yes,no,no,0.0013221802482460863,-0.0010868871636711694,-0.0017802197802197796,-0.00404040404040404
none,0.30422010079920825,bit_flip,0.7848371931655288,,tournament,6,euclidean,number_plus_one,20,11,evenly_distributed,ordered,0.4195704544435823,20,big_average_big_std,no,yes,no,-0.00013602572592902844,0.00026956156013987137,-0.0016316897823548564,-0.0011921183185434607
uniform,0.18757937032990657,bit_flip,0.14924631860275028,,roulette,,hamming,number_divided_by_two,20,9,evenly_distributed,ordered,0.20082856259265514,26,low_average_low_std,no,yes,no,0.0006782245691388739,0.0007528432442126367,0.0,-0.0020587760374616514
single_point,0.6629943166723947,bit_flip,6.586959697219008e-05,,tournament,3,euclidean,number_plus_one,25,10,random,random,0.5330069962991026,10,random,no,no,yes,0.000300315733596685,0.0001034129572665142,2.7119013040266924e-06,-0.00020690965268890208
single_point,0.9017777323047809,bit_flip,0.39787268584175406,,tournament,8,euclidean,number_divided_by_two,15,14,evenly_distributed,random,0.48011364738921547,20,random,no,no,no,0.0005075959209174,0.000313856649947361,0.0,-0.00013879162741961657
none,0.4178626959755237,bit_flip,0.7861155864882114,,tournament,3,hamming,number_plus_one,25,13,evenly_distributed,random,0.4969143680322622,22,big_average_low_std,no,no,no,0.0001081421650003668,7.387646430060439e-05,0.0,-6.447015032907826e-05
uniform,0.7129849532867757,bit_flip,0.36213751962396756,,tournament,6,manhattan,number_divided_by_two,10,19,evenly_distributed,ordered,0.36987823607508374,10,random,no,no,no,0.0022610800434020545,-0.00029652351738241185,0.0,-0.004039735099337746
uniform,0.49611918823497003,bit_flip,0.5548049882063388,,tournament,7,euclidean,number_plus_one,15,12,random,random,0.3296076412082385,16,different_behaviour,yes,no,no,0.002538249893127789,0.0013672998071577926,0.000953680807105271,7.62611187968006e-05
uniform,0.8197149270980135,gaussian,,1.7563870174037541,tournament,6,hamming,number_plus_one,15,13,evenly_distributed,ordered,0.7090249470988483,15,big_average_big_std,no,no,no,0.0003401639093324829,0.0006200466415970014,0.0,0.0
single_point,0.9355921530291734,bit_flip,0.03152821544093187,,roulette,,euclidean,number_divided_by_two,15,18,evenly_distributed,random,0.3417758561828178,19,equal_behaviour,no,yes,no,0.0006792008274573506,-0.00018643963157756523,-0.0008141892004530566,-0.0017973434868488983
single_point,0.33987886147576474,bit_flip,0.5898691034855872,,tournament,2,manhattan,number_plus_one,10,15,evenly_distributed,random,0.7680446221533905,26,random,yes,no,no,0.0008473315273652592,0.00103202636868746,0.0003975055741360074,0.0010427053977888577
none,0.7193803490247275,bit_flip,0.10743575553331897,,tournament,2,manhattan,number_divided_by_two,20,15,evenly_distributed,random,0.666718724623654,15,big_average_low_std,no,no,no,0.00025695151477579166,0.00010005762783619633,0.0,-0.000207920792079208
none,0.3836540071566109,gaussian,,4.713674260350636,tournament,9,manhattan,number_plus_one,15,11,evenly_distributed,ordered,0.9663770008775158,28,low_average_low_std,no,no,no,0.00031430651374078465,0.00020319385539358957,0.0,-8.478385062784334e-05
single_point,0.2845691201861231,gaussian,,3.703132049318255,roulette,,manhattan,number_plus_one,15,18,evenly_distributed,random,0.1484321445570269,27,equal_behaviour,no,no,no,0.002691232972406567,0.0015013586956521736,0.0,0.0
single_point,0.24958904462616305,bit_flip,0.026304166869900447,,tournament,7,euclidean,number_divided_by_two,20,13,random,random,0.6097743074827062,15,big_average_big_std,no,yes,yes,0.0005018462579526272,0.00018169321760306005,0.00031494133227243814,-6.698114096692492e-05
uniform,0.4647244272091353,gaussian,,6.0989817257565955,tournament,8,manhattan,number_divided_by_two,20,14,evenly_distributed,ordered,0.5075308017531032,10,equal_behaviour,no,no,no,0.00019516699166936602,-0.00010358783063389685,0.0,-0.0003432209663886283
single_point,0.2402905726830088,bit_flip,0.025573990081535714,,roulette,,manhattan,number_divided_by_two,25,8,evenly_distributed,ordered,0.5128062589618296,26,big_average_big_std,no,yes,no,8.528050658189203e-05,0.00019451488008747408,-0.0001835175997187166,1.015866873065005e-05
single_point,0.48323420252866967,gaussian,,7.081866772456408,tournament,8,hamming,number_plus_one,15,17,random,ordered,0.5988353529984503,15,low_average_low_std,no,no,no,0.0005934984564784625,-6.734628093002682e-05,0.0,-0.0009365575847262858
single_point,0.9213963410635406,gaussian,,4.006358762575412,roulette,,euclidean,number_plus_one,25,9,random,random,0.3433758029265699,15,random,no,no,no,-0.00015002580432337315,0.0001793466046937246,-0.00046600069068665706,-0.0003468215670192722
none,0.7276946192131243,bit_flip,0.38030853353045113,,roulette,,euclidean,number_divided_by_two,15,8,evenly_distributed,ordered,0.951354185509083,22,big_average_low_std,no,no,no,0.00020364473564161027,-4.9569189129011666e-05,0.0,-0.00023982970243977155
none,0.7312787834704102,bit_flip,0.10269876486730489,,roulette,,manhattan,number_plus_one,25,16,random,ordered,0.05965053823086397,29,big_average_low_std,yes,no,no,-0.00018391911410688513,0.0008606245239908612,-0.002286245353159852,1.6638935108153903e-05
none,0.8123956569700105,bit_flip,0.6838519556397857,,roulette,,euclidean,number_divided_by_two,10,17,evenly_distributed,ordered,0.4768990263798687,14,equal_behaviour,yes,no,no,0.0008878974201796592,-0.0006560650712369513,-0.0003785690576583306,-0.002258199334176819
none,0.017226547287223504,bit_flip,0.8673166992632727,,roulette,,hamming,number_plus_one,25,18,evenly_distributed,ordered,0.13879693463928688,29,different_behaviour,yes,no,no,0.0017050691244239636,3.134796238244503e-05,0.0002214022140221394,-0.003032786885245902
uniform,0.3582099750125719,bit_flip,0.6829737563900242,,roulette,,hamming,number_divided_by_two,15,18,evenly_distributed,ordered,0.6474959754251551,21,equal_behaviour,no,no,no,-0.00032373140499307744,-0.0002356514430060838,-0.0010952933092845494,-0.0008433773154021818
single_point,0.9491820436585248,gaussian,,6.350346441317114,tournament,4,manhattan,number_divided_by_two,20,10,evenly_distributed,random,0.6020732833464807,10,big_average_low_std,no,no,no,0.0003688370392549236,0.0001282972230146893,0.0,-3.3985570148521955e-05
single_point,0.8091121533091583,gaussian,,7.546828478743285,tournament,2,hamming,number_plus_one,10,10,evenly_distributed,ordered,0.5429948694991246,15,big_average_big_std,no,no,no,0.0003963653454488487,0.000554675118858953,0.0,-0.0003114186851211071
single_point,0.8554608600492051,bit_flip,0.21623735736952387,,tournament,5,manhattan,number_plus_one,10,12,evenly_distributed,ordered,0.9071089319552278,22,different_behaviour,yes,no,no,0.0014771639091344364,0.0016018838634199008,0.0013101587500784337,0.0010288189381593617
none,0.5709836444862936,bit_flip,0.8199049547679089,,tournament,6,euclidean,number_plus_one,10,17,evenly_distributed,random,0.2572901834753841,19,big_average_big_std,yes,no,no,-0.0008300128815656425,0.00041066423255061113,-0.00222057491851963,-0.0007896243576821766
none,0.02456577033531282,gaussian,,4.444247735423923,tournament,9,manhattan,number_divided_by_two,15,12,evenly_distributed,ordered,0.42294168909616947,26,big_average_big_std,no,no,no,0.0018207593795250192,0.0003072945066929333,0.0,-0.0007629204265791635
none,0.20208649984493854,bit_flip,0.6754528195475166,,tournament,9,manhattan,number_divided_by_two,10,14,random,ordered,0.32253231076010036,12,big_average_big_std,yes,no,no,-0.00018615040953089989,-0.0009064261555806081,-0.001793103448275862,-0.003136882129277566
none,0.37623304928136414,bit_flip,0.9534197924026261,,roulette,,euclidean,number_plus_one,15,13,random,ordered,0.02318092288962237,27,big_average_big_std,yes,no,no,-0.00017182137034241375,-0.0011236768164575178,-0.0022840888773164006,-0.0023284067730895822
single_point,0.6143285305008042,bit_flip,0.3286663900475947,,roulette,,hamming,number_plus_one,25,10,evenly_distributed,random,0.9528667587001088,15,random,yes,no,yes,-4.061143446154348e-05,2.2016497626342008e-06,-9.841968885185088e-05,-0.00010294132562640689
single_point,0.14886698821726274,gaussian,,9.824741687617811,tournament,5,manhattan,number_divided_by_two,10,16,evenly_distributed,random,0.15092903505247024,20,low_average_low_std,no,no,no,0.0011831442463533226,0.0009145340415258328,0.0,-0.0009293680297397767
single_point,0.722875473481853,bit_flip,0.04337870847771419,,tournament,3,hamming,number_plus_one,20,18,random,random,0.9090221291513176,19,big_average_low_std,no,no,no,6.288664964274134e-05,-3.947745505830814e-05,0.0,-0.00010256179188509802
uniform,0.15524796230078808,gaussian,,7.629663333439801,tournament,7,euclidean,number_plus_one,20,19,evenly_distributed,random,0.620447008364029,19,low_average_low_std,no,no,no,0.0003522830054614645,0.00032060551503726583,0.0,-1.022581778713591e-05
uniform,0.8757043344824934,gaussian,,3.0584304598370675,tournament,5,manhattan,number_plus_one,20,12,evenly_distributed,ordered,0.35578119790779394,10,equal_behaviour,no,no,no,0.0009322663618176622,0.0007429410514935479,0.0,-3.358052329648795e-05
single_point,0.9283846217210848,bit_flip,0.023109000115145162,,tournament,7,euclidean,number_plus_one,20,14,evenly_distributed,random,0.003735340505938267,16,low_average_low_std,no,yes,no,0.005211873690370715,0.0028162811791598874,0.0012667326059228542,0.0015498026453863386
single_point,0.046070823326309185,bit_flip,0.1039403362537934,,roulette,,manhattan,number_plus_one,10,9,random,ordered,0.6945499097234047,21,random,no,yes,no,0.0004848213040742506,-0.0006568915794557131,0.00021193092621664015,-0.0026541971148385146
none,0.08889754210283962,bit_flip,0.03506712514956678,,roulette,,hamming,number_plus_one,15,18,evenly_distributed,ordered,0.9809545970164217,19,different_behaviour,yes,yes,no,-0.0001629168050156715,-0.0002998839466737701,-0.0008631026737192965,-0.0009589209069087696
single_point,0.2426514369513112,bit_flip,0.8970794323601617,,roulette,,hamming,number_plus_one,25,17,random,ordered,0.8201592187581018,13,different_behaviour,yes,no,no,-2.1215374530545794e-05,1.1430995435312957e-05,-9.444746323591664e-05,-0.0001116870738135691
single_point,0.7584698313331627,bit_flip,0.5088381190959844,,tournament,7,euclidean,number_plus_one,15,17,random,random,0.6992292786921317,27,different_behaviour,yes,no,no,0.0038515496024443957,0.001692593166518696,0.0035673567515494206,0.003048151201944636
single_point,0.6313073660155907,gaussian,,2.064791131183249,tournament,7,hamming,number_divided_by_two,25,17,random,random,0.32152991897556127,10,equal_behaviour,no,no,no,0.000505773194397287,0.00016413435642054976,0.0,-0.000201113078674425
uniform,0.9736985312143202,bit_flip,0.5481942444796498,,tournament,8,manhattan,number_divided_by_two,20,15,evenly_distributed,random,0.4585452596873272,14,equal_behaviour,yes,no,no,0.0020244171423705417,0.0020382878683971924,0.0016309930141312316,0.0018288470312194482
none,0.849153656452351,bit_flip,0.9159939006660526,,roulette,,hamming,number_divided_by_two,15,8,random,random,0.5299144448507022,22,low_average_low_std,yes,no,no,0.00069601548172059,0.0002940148909575086,-1.7776287103806526e-05,-0.00027821625887924293
single_point,0.8258120416967547,bit_flip,0.6455394439775565,,roulette,,hamming,number_divided_by_two,20,18,random,ordered,0.9797741167955903,10,low_average_low_std,yes,no,no,-1.4392530103802877e-05,6.481900338758203e-05,-4.2080113864871684e-05,-1.7065049769560286e-05
single_point,0.5696338130148282,gaussian,,1.3939946887767989,tournament,7,euclidean,number_plus_one,25,11,random,random,0.10210655520840362,18,low_average_low_std,no,no,no,0.001202748460935015,0.0005218254006681642,0.0,-0.0014111842877138415
uniform,0.7336579696219906,bit_flip,0.12862923337495769,,roulette,,manhattan,number_divided_by_two,20,11,random,random,0.5104611548918603,22,big_average_low_std,no,no,yes,-0.00019363630218136087,-6.24648461668258e-05,-0.00045288286214368467,-0.00010629022619735711
none,0.5884764767857079,bit_flip,0.04395161514989343,,tournament,5,euclidean,number_plus_one,20,16,random,ordered,0.017901904006938585,25,different_behaviour,no,yes,no,-0.0001761467686405708,0.002610433303143744,-0.0020833069843987965,0.0014070089895051356
none,0.8762434803895379,bit_flip,0.8549119311163226,,tournament,9,euclidean,number_plus_one,25,11,random,random,0.31706365448757823,17,equal_behaviour,yes,yes,no,0.003099928526836384,-0.0010017639318591733,3.1064783455456624e-05,-0.005041862140201009
none,0.4854322183051536,bit_flip,0.28183211646501793,,roulette,,hamming,number_divided_by_two,20,16,evenly_distributed,random,0.7556977341410818,16,big_average_big_std,no,no,no,-5.9996265974861066e-05,-7.49007354224032e-05,-0.00020810965615116383,-0.0003085436863597996
single_point,0.5588269943044853,bit_flip,0.18095630637463667,,roulette,,manhattan,number_divided_by_two,20,18,random,random,0.8553755798654247,14,random,no,no,no,-7.45585241440722e-05,-0.00056659156148967,-0.0005678270718267667,-0.0009493871620086562
single_point,0.742929914282561,bit_flip,0.9787620485487445,,tournament,2,manhattan,number_plus_one,15,19,evenly_distributed,random,0.9990773220534301,18,equal_behaviour,yes,no,no,0.0010427245735170313,0.0009128199522077251,0.0015449760405521233,0.000850440761988526
none,0.8584786248868643,bit_flip,0.2191839713694833,,roulette,,manhattan,number_divided_by_two,20,15,random,random,0.5926002464677224,16,big_average_low_std,yes,no,no,0.0001953885073490604,0.0001498028211165357,-7.623492804356236e-05,-6.919444121859626e-05
single_point,0.6706815612756195,bit_flip,0.39845229657798875,,roulette,,hamming,number_divided_by_two,25,16,random,ordered,0.5687260266401957,27,different_behaviour,yes,no,no,-2.481103430876679e-05,0.00012973177351360165,-0.00023943956594309372,0.00023488384992603707
none,0.2982206808393133,bit_flip,0.4809976045871044,,roulette,,hamming,number_plus_one,20,10,random,random,0.30047327582112004,14,random,no,no,yes,-0.004396599548967714,-0.00473012314709048,-0.018974883867412015,-0.00960507382525731
uniform,0.5460344709401376,bit_flip,0.06699919580004521,,tournament,3,euclidean,number_plus_one,15,16,evenly_distributed,ordered,0.5681394443935563,13,equal_behaviour,no,yes,no,0.00257046455307833,0.002496905908660802,0.0011336256016724882,5.100333202071695e-05
none,0.5981009375126182,gaussian,,8.470121000230373,roulette,,euclidean,number_plus_one,20,8,evenly_distributed,random,0.455366305726702,23,big_average_low_std,no,no,no,-3.012700643157355e-05,2.6312688288928153e-05,-0.00030156045004024886,-0.00023137054546122027
single_point,0.9544577802665564,gaussian,,5.682478637468843,roulette,,manhattan,number_divided_by_two,25,10,evenly_distributed,ordered,0.145320159024236,14,low_average_low_std,no,no,no,0.0012292036827653047,-0.00012314089237166123,-5.5555555555556344e-05,-0.0013440860215053762
none,0.5935941937170257,bit_flip,0.06486133408284889,,tournament,2,manhattan,number_plus_one,25,13,evenly_distributed,random,0.5769417589821461,18,equal_behaviour,yes,yes,no,-0.00022160381601342492,-8.64102882355441e-05,-0.0006173863341205057,-0.0003570289297342812
none,0.8150871795589478,gaussian,,9.87363840274969,roulette,,euclidean,number_divided_by_two,25,17,random,random,0.7700350200807595,15,equal_behaviour,no,no,no,-9.086549119177468e-05,-8.297603777688077e-05,-0.00021790811114560954,-0.000243338651032161
single_point,0.30453699948069624,bit_flip,0.49470439586817305,,tournament,4,hamming,number_divided_by_two,10,12,evenly_distributed,random,0.22988073556735045,14,random,no,no,no,0.0019563522992985197,-0.0003841615314015993,0.0,-0.0024528301886792446
none,0.1668449254000237,gaussian,,4.234631773259695,roulette,,hamming,number_plus_one,10,17,random,ordered,0.2659615431499017,10,different_behaviour,no,no,no,0.0015828713439112975,0.001941993617420687,-0.0001968503937007888,-0.0010989010989010985
uniform,0.042357731968245216,gaussian,,1.470324866138419,roulette,,hamming,number_divided_by_two,25,12,evenly_distributed,ordered,0.9684428988579992,12,big_average_big_std,no,no,no,-2.789350392868002e-06,-2.5366780372741254e-05,-6.0900225593665123e-05,-7.725235233962594e-05
none,0.6905539689120108,gaussian,,3.868133312796304,roulette,,euclidean,number_divided_by_two,20,15,random,ordered,0.4031632114047268,28,low_average_low_std,no,no,no,-0.00033147362630366327,-0.0004174625405473863,-0.0010135999674725077,-0.0009371059711030573
single_point,0.5914852011436021,gaussian,,8.879362598664446,tournament,9,euclidean,number_divided_by_two,15,13,evenly_distributed,ordered,0.045447887599037506,29,big_average_big_std,no,no,no,0.0015433654968237626,0.0026095267592622395,0.0,0.0
none,0.5772516884255922,gaussian,,7.0853030779307575,roulette,,manhattan,number_plus_one,20,18,random,random,0.9479374380516246,12,random,no,no,no,-2.514646137717325e-05,-8.591546160081483e-05,-0.0005426524400250514,-0.0005431524174066364
single_point,0.29716442208700267,gaussian,,9.60524365934103,tournament,9,manhattan,number_plus_one,15,14,evenly_distributed,ordered,0.12264382492051495,18,big_average_big_std,no,no,no,0.0010511363636363624,-1.9219898247596177e-05,0.0,-0.001384892086330935
uniform,0.6338043009105065,gaussian,,9.328466301175819,tournament,6,manhattan,number_divided_by_two,15,16,random,ordered,0.16797084196856282,13,equal_behaviour,no,no,no,0.0009962675854148719,0.0016290678698281653,0.0,-0.00016791044776119442
single_point,0.8220529602850505,bit_flip,0.03434534259017297,,roulette,,euclidean,number_plus_one,10,8,evenly_distributed,ordered,0.10100807789124489,23,big_average_big_std,no,no,yes,0.0005429288042865663,0.0019284371527709093,-0.0008599509144072375,0.00042856747496565153
